Text,Class
"""ദില്ഷാ സന്തോഷമായിട്ടിരിക്കുക, കൂടെ നിന്ന് സപ്പോർട്ട് ചെയ്ത് വിജയിപ്പിച്ച എല്ലാവരോടും നന്ദിയുള്ളവളായി പെരുമാറുക പക്ഷേ ജീവിതം നിന്റെയാണ് അതിനു മറ്റുള്ളവരെ ബോധിപ്പിക്കേണ്ട കാര്യം ഒരിക്കലുമില്ല. മറ്റുള്ളവർ പറയുന്നത് ഒരിക്കലും ശ്രദ്ധിക്കേണ്ട, നല്ല തീരുമാനം എടുത്ത് സ്വയം സന്തോഷം കണ്ടെത്തുക... നല്ലത് വരട്ടെ പ്രാർത്ഥിക്കുന്നു """,Non-abusive
"""ഇപ്പോഴത്തെ പോലെ ഗുഡ് ടച്ച്‌ ഉം ബാഡ് ടച്ച്‌ ഉം പഠിപ്പിച്ച് തരാത്ത ഒര് സമയത്താണ് ഞാൻ പഠിച്ചത് എന്നിട്ടും എനിക് ഒരാൾ നമ്മളോട് ഒന്ന് നോക്കിയാൽ മതി നമുക്ക് ഒര് സ്പെല്ലിങ് മിസ്റ്റേക് മനസിലാക്കാൻ അല്ലാതെ അത് മനസ്സിൽ വച്ചു കൊണ്ട് ഇടക് ഇടക്ക് അവരോടു പോയി നീ എന്റെ ഫ്രണ്ട് ആണ് നീ എന്റെ ബ്രോ ആണ് എന്നും പറഞ്ഞു ഗെയിം കളിച്ചിട്ട് ഇപ്പോൾ എന്തിനാ ഇങ്ങനെ ഉള്ള വീഡിയോസ് ഇടുന്നത്, തേപ്പ് എന്നുള്ളത് ഓരോ വീഡിയോസിലും മൂവിലും ഒക്കെ കണ്ടിട്ടുള്ളു ഇതാണോ ഒർജിനൽ തേപ്പ്""",Abusive
ഇവളെയൊക്കെ ഇന്റർവ്യൂ ചെയ്യുന്നവരെ വേണം പറയാൻ.... വേറെ പണിയൊന്നുമില്ലേൽ തൊഴിലുറപ്പിന് പൊയ്ക്കൂടേ . ഞാൻ ഈ വീഡിയോ കണ്ടിട്ടില്ല കാണാൻ താല്പര്യവുമില്ല.. എങ്ങനെയോ നോട്ടിഫിക്കേഷൻ കിട്ടി കമന്റ് ഇടുന്നു പോവുന്നു ബേയ്,Abusive
കോലായ്ക്ക് തന്റെ വായാലെ നാശംകോലാ വായ്ക്ക് നല്ല നീളമുള്ള ഒരു മീനാണ്,Non-abusive
എന്തോ മൂഞ്ചനാ ആർക്ക് മൂഞ്ചനാ ഈൗ ഗവേഷണം.,Non-abusive
അവതരിക എന്താണ് ചിരട്ട ഒരയ്ക്കുന്ന പോലെ സൗണ്ട് ആകുന്നു ‍,Abusive
ചിന്ത വാരിക എങ്കേ? ചിന്ത യ്ക്ക് യൂണിവേഴ്സിറ്റിയിൽ പ്രൊഫ സർ തൊഴിൽ ഉറപ്പ്.,Non-abusive
"""ജീവിതത്തിൽ നീ ഇനി നന്നാവും എന്നു വിചാരിക്കുന്നുണ്ടോ, നീയും നിന്റെ സൂരജ് ഉം കൂടി ജീവിക്കു""",Abusive
ബഷീർ പേടിക്കുന്നത് മശൂറായെയാണ് എല്ലാർക്കു അറിയുന്ന കാര്യം പാവം സുഹാന അവൾ നല്ലതായൊണ്ട് ബഷീർ വീണ്ടും വിവാഹം കഴിച്ചു ആ മശൂറാക് ആ അറിവ് സുഹാനയോട് ഉണ്ടായാൽ മതി,Abusive
ഈ എപ്പിസോഡ് കാണുന്നില്ല ബ്രോ.. ഇത് പറയാനായി മാത്രം വന്നതാണ്...,Non-abusive
അനുപ് ഏട്ടാ സോറി... ഈ ഡിസ്‌ലൈക്ക് ജസ്ലക്ക് ഉള്ളതാണ്,Non-abusive
നല്ല മാന്യതയുള്ള മനുഷ്യരാണല്ലോ കമ്മന്റ് ഇടുന്നത്.  അവസ്ഥ.,Non-abusive
എന്റെ പൊന്നു ദിൽഷാ നീ  എടുത്തു  ചാടി  തീരുമാനിക്കാതെ  നിന്നെ  എല്ലാ കാര്യത്തിലും  സപ്പോർട്ട്  ചെയ്‌തത്  ഡോക്ടറും  മാത്രമേ  ഉള്ളു  അതു  നീ  ആദ്യം  മനസിലാക്കുക  ഇപ്പോൾ  നിന്നെ  ഡിഗ്രേഡ്  ചെയ്യുന്നേത്  ഹിറ്റെർസ്  ആണ്,Abusive
അടുത്തിരിക്കുന്ന സ്ത്രീ യുടെ ഭാവം കലക്കി,Non-abusive
ദിൽഷാദ് അസൂരജ് കാരൻമാ പ്രശ്നം കൂടെ ഉള്ളൂ,Non-abusive
കൊറോണ പോലും ഈ സാധനത്തിന്റെ ദേഹത്ത് കയറിയില്ല അതിനേക്കാൾ കൂടിയ വൈറസ് ആണ്,Abusive
ഒരു ഫോട്ടോ ആർക്കൈവ് ചെയ്താലോ വേറൊരാളെ ഫോളോ ചെയ്താൽ ഇവിടെ എന്ത് സംഭവിക്കാനാ? മനപ്പൂർവം തേക്കാൻ ഒരു കാരണം കണ്ടെത്തിയ പോലെയായി.. എല്ലാവരും കൊത്തി പറിക്കുമ്പോൾ കൂടെ നിന്നത് ഡോക്ടറാണ് വീട്ടുകാരോട് ചോദിച്ചാൽ മതി പറഞ്ഞുതരും.. ഡോക്ടർക്ക് ഇത്രയും ഹെയ്ട്ടേഴ്സ് ഉണ്ടാവാൻ കാരണം താങ്കളാണ്.,Non-abusive
"""സത്യത്തിൽ ഈ പെണ്ണ് കുട്ടി മുസ്ലിം കുട്ടി ആണെങ്കിൽ നാട്ടുകാരെ മൊത്തം വിളിച്ചാലും പെണ്ണിന്റ ആവശ്യം ഇല്ല, എന്നിട്ടാണ് ഓളുടെ സ്വാതന്ത്ര്യം പറച്ചിൽ """,Abusive
മുഖത്ത് ആ ചമ്മൽ ശരിക്കും കാണുന്നുണ്ട്,Abusive
ജാസ്മിൻ്റെ ഫാമിലി രക്ഷപ്പെട്ടു ഈ ഷോ കൊണ്ട് പാവങ്ങൾ,Non-abusive
അദാനി ഇനി വാഴക്കുല കച്ചവടത്തിന് എങ്ങാനും പോയിട്ടാണോ  ഓഹരി വില കൂപ്പുകുത്തി യത്.,Non-abusive
ഇനി ഈ കുട്ടിയെ ഇങ്ങനെ ബുദ്ധിമുട്ടിക്കരുത് പ്ലീസ്... ഞാൻ ഡോക്ടറെ ഇഷ്ട്ടപ്പെടുന്ന ആളാണ് എങ്കിലും ഒരാളെ ബുദ്ധിമുട്ടിക്കുന്നതിൽ പരിതി വേണം,Non-abusive
ഈ പരിപാടി എല്ലാ എപ്പിസോഡ് ഞാൻ ലൈക് അടികുനത് ആണ്... ഇത് വളരെ മോശം ആയി,Non-abusive
ചേച്ചിക്ക് നാടൻ പെൺകുട്ടികളെ പോലെ സംസാരിക്കാനും അറിയാം......എന്തൊരു നാണം,Abusive
ഒരു ഗെയിം വന്നു അഹങ്കാരം ഇവൾക്ക്. നയൻ താര എന്ന വിചാരം.,Abusive
അപ്പോ ചിന്തക്ക് ഡോക്ടറേറ്റ് കൊടുത്ത ആളുകളെ പറ്റി ഒന്ന് ആലോചിച്ച് നോക്കൂ,Non-abusive
അഞ്ചാറ് ഡിസ്ലൈക് അടിക്കാൻ പറ്റിയിരുന്നെങ്കിൽ ഞാൻ പത്തു പതിനഞ്ച് ഡിസ്‌ലൈക്ക് അടിച്ചേനെ,Abusive
കമന്റ് നോക്കിയ ഞാൻ ആരും ദിൽഷയെ സപ്പോർട് ചെയ്തു കണ്ടില്ല.,Non-abusive
നിനക്ക് മാത്രം ഫാമിലി ഒള്ളു മറ്റുലവർക് ഫാമിലി ഇലെ നീ മാത്രം കേയർ ചെയ്യുന്നോളുഇവിടെ വേറെ ആർക്കും കുടുംബം ഇലെ,Non-abusive
ഇങ്ങനെയാണോ സൂരജ് ചേട്ടായി ചെച്ചിനെ കളിക്കാൻ പഠിപ്പിച്ചത്....,Abusive
ഒരു അന്തം കമ്മി ആദ്യമായാണ് വിനയത്തോടെ ഭാവ്യതയോടെ സംസാരിക്കുന്നത് കാണുന്നത്,Non-abusive
ചേട്ടന്റെ അഭിനയം അല്ലാത്തത് സിനിമയിലേക്ക് പറ്റും,Non-abusive
ബഷീർ എല്ലാത്തിനും കുറ്റം പറയുന്നത് സുഹാനയെ ആണല്ലോ പൈസ ചിലവാക്കുന്നത് മഷൂറ ആണ് എന്ന് കണ്ടാൽ തന്നെ അറിയാം,Abusive
ഇന്നത്തെ എപ്പിസോഡ്  തീരെ നിലവാരമില്ലാത്ത എപ്പിസോഡ് ആണ് കാരണം തീരെ കോമൺസെൻസ് ഇ ല്ലാത്ത ഒരു പെണ്ണാണ് ഇവൾ അവൾ,Abusive
എനിക്ക് എന്തോ ഭയങ്കര ഇഷ്ട്ടാ ഈ നടിയെ .... എല്ലാ നടിമാരും നാട്ടുകാരേം കാണിക്കാൻ വേണ്ടിയും സിനിമയിൽ എടുക്കാൻ വേണ്ടിയും മുഖം പൊട്ടി ഇടുമ്പോ.. ഈ നടി മുഖം പൊട്ടി ഇടാതെ എന്നെ സിനിമയിൽ എടുക്കുന്നെങ്കിൽ എടുത്തോട്ടെ.. എന്നെ ഇങ്ങനെ ഇഷ്ടപ്പെടുന്നവർ ഇഷ്ടപ്പെട്ടോട്ടെ എന്ന നിലപാട് ആണ്,Non-abusive
തേപ്പിന്റെ ട്രോഫി അല്ലയോ നിനക്ക് ഇപ്പോൾ കിട്ടിയത് ഇന്ന് റോബിൻ മച്ചാന്റെ വീഡിയോ കണ്ടായിരുന്നോ? മച്ചാനെ ഇതിനൊന്നും സമയമില്ല പുള്ളിക്കാരൻ വേറെ ലെവൽ ആണ്,Abusive
"""ഞാനും ഡിസ്‌ലൈക്ക് അടിച്ചു, ജസ്ല ആയത് കൊണ്ട് മാത്രം, ഞാൻ നാട്ടുകാരൻ കൂടി ആണ്""",Abusive
ഇപ്പോ എല്ലാവർക്കും ത്ര്പ്പ്തി അയോ പെങ്ക് ട്ടാരെ,Non-abusive
ദയവായി ചിന്തയ്ക്ക് മൈക്ക് കൊടുക്കരുത്. ചിന്തയില്ലാതെ സംസാരിച്ചു കളയും,Abusive
എന്തിനാണ് നിങ്ങൾ ഈ തേപ്പു പരിപാടി ചെയ്തേ ..വിന്നർ അവൻ ഇതുപോലെ നാണം കെട്ട പരിപാടി കാണിക്കല്..മോശം സ്ത്രീകളെപ്പോലെ കഷ്ടം,Abusive
ഗോവിന്ദൻ മാഷിന്റെ പികാമിയാകാൻപറ്റിയ ചിന്തയല്ല ചന്താജെറോം വൈരുദ്ധ്യാത്മഗഭൗദ്ധികവാധം ഗോവിന്ദനും ചന്തം എന്ന ചിന്തയും,Abusive
